Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score
11200,11200.0,0.158,36,debt_consolidation,0.1215,FL,RENT,2666.67,"[675, 679]",9.0,5666.0,1.0,10+ years,677
4000,3925.0,0.1149,36,other,0.1398,VA,MORTGAGE,4700.0,"[695, 699]",7.0,19310.0,3.0,n/a,697
6000,6000.0,0.1349,60,debt_consolidation,0.1434,KY,RENT,3458.0,"[690, 694]",6.0,2072.0,0.0,10+ years,692
17000,17000.0,0.1311,36,debt_consolidation,0.1533,CO,MORTGAGE,10666.67,"[720, 724]",18.0,26539.0,1.0,10+ years,722
8000,8000.0,0.1311,36,debt_consolidation,0.0674,UT,MORTGAGE,4583.33,"[665, 669]",13.0,9085.0,1.0,10+ years,667
2800,2800.0,0.074,36,educational,0.0796,MD,MORTGAGE,4158.0,"[805, 809]",12.0,562.0,0.0,8 years,807
12375,12375.0,0.0603,36,debt_consolidation,0.1924,PA,MORTGAGE,6750.0,"[790, 794]",11.0,8135.0,0.0,1 year,792
18825,18825.0,0.1727,60,credit_card,0.3315,MI,MORTGAGE,3583.33,"[690, 694]",12.0,13426.0,0.0,8 years,692
9600,9600.0,0.1114,36,debt_consolidation,0.2362,CO,MORTGAGE,4389.92,"[715, 719]",10.0,2195.0,1.0,8 years,717
14400,14400.0,0.1311,36,credit_card,0.1075,CA,RENT,5000.0,"[680, 684]",13.0,19772.0,0.0,8 years,682
6000,6000.0,0.1756,60,vacation,0.1488,NJ,OWN,4416.67,"[660, 664]",9.0,28349.0,3.0,10+ years,662
9000,9000.0,0.0603,36,major_purchase,0.0929,NY,MORTGAGE,14166.67,"[770, 774]",13.0,40909.0,0.0,4 years,772
20000,19850.0,0.1186,60,wedding,0.1594,NJ,RENT,4166.67,"[735, 739]",11.0,3202.0,0.0,3 years,737
15000,15000.0,0.1306,36,house,0.2269,FL,MORTGAGE,3750.0,"[685, 689]",12.0,21016.0,0.0,10+ years,687
20000,20000.0,0.1114,60,debt_consolidation,0.2327,WA,MORTGAGE,9166.67,"[735, 739]",24.0,53494.0,2.0,10+ years,737
13750,13750.0,0.1969,60,medical,0.2201,FL,MORTGAGE,2916.67,"[665, 669]",7.0,4690.0,2.0,2 years,667
6000,6000.0,0.1719,60,home_improvement,0.178,VA,MORTGAGE,13625.0,"[675, 679]",10.0,26688.0,4.0,10+ years,677
20000,20000.0,0.079,36,debt_consolidation,0.1032,AR,MORTGAGE,10400.0,"[735, 739]",14.0,15626.0,0.0,2 years,737
12800,12800.0,0.1149,60,home_improvement,0.2004,NC,MORTGAGE,3333.33,"[720, 724]",13.0,24723.0,0.0,5 years,722
6000,6000.0,0.0603,36,debt_consolidation,0.0777,NY,MORTGAGE,3666.67,"[780, 784]",19.0,6275.0,1.0,4 years,782
12000,12000.0,0.0751,36,debt_consolidation,0.133,CA,RENT,7166.67,"[735, 739]",16.0,13715.0,1.0,4 years,737
12500,12500.0,0.1311,36,credit_card,0.2776,PA,RENT,3416.67,"[690, 694]",12.0,14174.0,0.0,6 years,692
5000,5000.0,0.1758,36,other,0.0533,AZ,RENT,1800.0,"[665, 669]",2.0,1749.0,0.0,< 1 year,667
4950,4950.0,0.1433,36,debt_consolidation,0.0895,FL,OWN,2916.67,"[675, 679]",11.0,7931.0,2.0,6 years,677
30000,30000.0,0.1311,60,other,0.1632,CA,RENT,20416.67,"[755, 759]",6.0,0.0,0.0,2 years,757
10000,10000.0,0.1212,36,debt_consolidation,0.1381,IL,MORTGAGE,6083.33,"[670, 674]",13.0,19263.0,1.0,8 years,672
6000,6000.0,0.1465,36,debt_consolidation,0.1189,TX,MORTGAGE,14333.33,"[670, 674]",11.0,31640.0,1.0,10+ years,672
24000,24000.0,0.079,36,debt_consolidation,0.2087,TX,MORTGAGE,10166.67,"[750, 754]",15.0,29523.0,1.0,2 years,752
14000,14000.0,0.1,60,debt_consolidation,0.104,NJ,MORTGAGE,11333.33,"[745, 749]",6.0,27477.0,0.0,4 years,747
6000,6000.0,0.0749,36,credit_card,0.1933,IL,RENT,2100.0,"[715, 719]",8.0,2376.0,0.0,2 years,717
22400,22400.0,0.1311,36,debt_consolidation,0.1608,PA,RENT,7375.0,"[690, 694]",8.0,9673.0,0.0,10+ years,692
8000,8000.0,0.079,36,vacation,0.0,NY,RENT,7300.0,"[795, 799]",2.0,0.0,0.0,10+ years,797
24575,24550.0,0.2049,36,credit_card,0.1928,CO,MORTGAGE,5166.67,"[665, 669]",8.0,23157.0,0.0,10+ years,667
8000,8000.0,0.1483,60,credit_card,0.0629,NJ,MORTGAGE,4833.33,"[675, 679]",8.0,9676.0,4.0,6 years,677
10000,10000.0,0.1433,36,debt_consolidation,0.1269,FL,MORTGAGE,7916.67,"[670, 674]",11.0,8271.0,3.0,6 years,672
29000,27884.92,0.1065,60,debt_consolidation,0.039,NH,MORTGAGE,15000.0,"[745, 749]",12.0,55964.0,0.0,10+ years,747
5400,5400.0,0.0603,36,credit_card,0.0416,SD,OWN,2333.33,"[805, 809]",9.0,4224.0,0.0,6 years,807
12375,12375.0,0.0662,36,debt_consolidation,0.31,PA,MORTGAGE,3500.0,"[735, 739]",16.0,14037.0,0.0,2 years,737
30000,30000.0,0.1629,60,debt_consolidation,0.212,GA,MORTGAGE,6666.67,"[720, 724]",14.0,32854.0,2.0,10+ years,722
5000,5000.0,0.0603,36,major_purchase,0.0292,NY,RENT,3033.0,"[770, 774]",7.0,3663.0,0.0,8 years,772
6200,6200.0,0.1864,60,credit_card,0.1061,WA,MORTGAGE,4250.0,"[670, 674]",9.0,5936.0,3.0,9 years,672
7000,7000.0,0.0749,36,major_purchase,0.0726,PA,OWN,6280.0,"[750, 754]",14.0,353.0,0.0,4 years,752
29175,29175.0,0.21,60,credit_card,0.0883,MA,RENT,12500.0,"[695, 699]",9.0,15308.0,2.0,4 years,697
35000,33645.15,0.1749,60,debt_consolidation,0.0601,NY,MORTGAGE,16133.33,"[725, 729]",11.0,32222.0,0.0,2 years,727
6000,6000.0,0.1689,60,debt_consolidation,0.0904,NY,RENT,2400.0,"[680, 684]",7.0,7261.0,2.0,2 years,682
35000,35000.0,0.1242,60,debt_consolidation,0.1279,OK,MORTGAGE,12083.33,"[730, 734]",15.0,18385.0,0.0,< 1 year,732
16400,12136.46,0.1379,36,small_business,0.1743,VA,MORTGAGE,6074.17,"[680, 684]",14.0,23831.0,2.0,1 year,682
8450,8450.0,0.1349,60,major_purchase,0.1273,TX,MORTGAGE,1375.0,"[775, 779]",2.0,0.0,1.0,2 years,777
18000,18000.0,0.1799,36,debt_consolidation,0.2018,WA,RENT,6916.67,"[665, 669]",15.0,23786.0,0.0,10+ years,667
12375,12325.0,0.1349,36,debt_consolidation,0.2495,AZ,MORTGAGE,4416.67,"[675, 679]",7.0,32725.0,0.0,9 years,677
10000,10000.0,0.0542,36,home_improvement,0.0169,CA,MORTGAGE,8000.0,"[795, 799]",6.0,8974.0,0.0,3 years,797
2000,2000.0,0.1409,36,debt_consolidation,0.2846,MI,MORTGAGE,3513.33,"[680, 684]",18.0,23635.0,3.0,10+ years,682
12000,12000.0,0.2198,60,debt_consolidation,0.1294,OH,MORTGAGE,2866.5,"[665, 669]",5.0,9626.0,1.0,10+ years,667
5000,5000.0,0.0762,36,other,0.1632,MA,RENT,3750.0,"[740, 744]",6.0,1703.0,3.0,8 years,742
12000,12000.0,0.0603,36,major_purchase,0.0255,MO,MORTGAGE,3416.67,"[785, 789]",6.0,3732.0,0.0,10+ years,787
6000,6000.0,0.1399,36,home_improvement,0.1298,WY,MORTGAGE,10000.0,"[665, 669]",9.0,8230.0,0.0,5 years,667
13000,12975.0,0.0999,60,home_improvement,0.0877,OH,MORTGAGE,10500.0,"[800, 804]",8.0,6810.0,0.0,10+ years,802
4750,4700.0,0.1727,36,other,0.1833,FL,MORTGAGE,3583.33,"[755, 759]",11.0,2964.0,2.0,5 years,757
10000,9925.0,0.1849,36,small_business,0.1337,OR,MORTGAGE,11250.0,"[665, 669]",13.0,16740.0,2.0,10+ years,667
1000,1000.0,0.1531,36,moving,0.2465,NV,OWN,3176.0,"[675, 679]",6.0,10982.0,2.0,5 years,677
9600,9600.0,0.1629,36,debt_consolidation,0.265,TX,RENT,5166.67,"[670, 674]",14.0,5639.0,0.0,3 years,672
3625,3625.0,0.1409,36,debt_consolidation,0.1132,FL,MORTGAGE,3895.0,"[665, 669]",9.0,12251.0,0.0,10+ years,667
10000,10000.0,0.1311,36,debt_consolidation,0.0811,CO,OWN,3500.0,"[685, 689]",11.0,11401.0,1.0,10+ years,687
19425,19400.0,0.1242,60,debt_consolidation,0.1845,CA,MORTGAGE,3225.23,"[745, 749]",10.0,6782.0,1.0,2 years,747
8400,8400.0,0.1367,36,credit_card,0.17,TX,RENT,4583.33,"[695, 699]",14.0,20318.0,2.0,5 years,697
10000,10000.0,0.1399,36,debt_consolidation,0.1814,CA,RENT,4166.67,"[680, 684]",9.0,10545.0,1.0,3 years,682
6000,6000.0,0.1323,36,debt_consolidation,0.2247,FL,MORTGAGE,9367.0,"[685, 689]",13.0,33815.0,0.0,1 year,687
10000,10000.0,0.1433,36,debt_consolidation,0.2501,NV,RENT,4666.67,"[670, 674]",9.0,19479.0,0.0,10+ years,672
6000,6000.0,0.1212,36,debt_consolidation,0.1639,NM,RENT,1312.08,"[675, 679]",7.0,12475.0,0.0,1 year,677
16000,16000.0,0.1531,60,major_purchase,0.1574,NY,RENT,11250.0,"[675, 679]",10.0,15550.0,0.0,2 years,677
22000,21925.0,0.1727,36,credit_card,0.1802,CA,MORTGAGE,8666.67,"[660, 664]",12.0,9317.0,2.0,10+ years,662
25000,24950.0,0.2127,36,credit_card,0.0833,CA,MORTGAGE,12500.0,"[670, 674]",3.0,26057.0,0.0,10+ years,672
13200,13200.0,0.1972,36,credit_card,0.0907,CA,MORTGAGE,5083.33,"[665, 669]",5.0,10771.0,0.0,10+ years,667
24000,14450.0,0.0999,60,debt_consolidation,0.0808,AL,MORTGAGE,8083.33,"[765, 769]",9.0,13559.0,0.0,10+ years,767
12250,2200.0,0.1505,36,debt_consolidation,0.238,GA,MORTGAGE,7416.67,"[660, 664]",13.0,19136.0,1.0,8 years,662
21000,21000.0,0.1114,60,debt_consolidation,0.1618,NY,MORTGAGE,7083.33,"[705, 709]",8.0,22298.0,1.0,9 years,707
9000,9000.0,0.1433,36,credit_card,0.1536,CO,MORTGAGE,7083.33,"[685, 689]",19.0,11077.0,1.0,2 years,687
5000,5000.0,0.1114,36,credit_card,0.183,OH,RENT,4665.83,"[690, 694]",21.0,4677.0,0.0,4 years,692
35000,34975.0,0.089,36,debt_consolidation,0.179,LA,OWN,8750.0,"[775, 779]",8.0,31600.0,3.0,< 1 year,777
20000,20000.0,0.2198,60,credit_card,0.2548,NY,OTHER,6416.67,"[670, 674]",15.0,14115.0,0.0,10+ years,672
12000,11975.0,0.079,36,debt_consolidation,0.1278,VA,RENT,10000.0,"[705, 709]",9.0,23474.0,0.0,< 1 year,707
10000,10000.0,0.1349,36,credit_card,0.2208,NY,RENT,6000.0,"[680, 684]",8.0,11088.0,0.0,3 years,682
10750,10725.0,0.1311,36,debt_consolidation,0.1402,MI,MORTGAGE,4416.67,"[685, 689]",6.0,11525.0,0.0,10+ years,687
4000,3975.0,0.1483,36,moving,0.2209,CA,RENT,5600.0,"[680, 684]",8.0,7900.0,1.0,5 years,682
10450,10450.0,0.1311,36,debt_consolidation,0.2133,TX,RENT,2658.83,"[705, 709]",10.0,13371.0,1.0,10+ years,707
3000,2950.0,0.089,36,home_improvement,0.168,NY,MORTGAGE,4166.67,"[725, 729]",4.0,8082.0,0.0,3 years,727
11000,11000.0,0.1212,36,debt_consolidation,0.0583,CA,MORTGAGE,4583.33,"[695, 699]",11.0,12361.0,0.0,10+ years,697
7500,7500.0,0.1311,36,debt_consolidation,0.0804,NJ,RENT,2796.8,"[690, 694]",4.0,4788.0,0.0,7 years,692
7350,7325.0,0.1112,36,debt_consolidation,0.2015,OR,MORTGAGE,4000.0,"[710, 714]",17.0,33178.0,0.0,4 years,712
10000,10000.0,0.1074,36,debt_consolidation,0.1042,NY,RENT,5000.0,"[720, 724]",6.0,5510.0,2.0,3 years,722
8000,8000.0,0.1727,36,other,0.122,MI,RENT,1750.0,"[665, 669]",9.0,5828.0,0.0,4 years,667
33600,33600.0,0.2383,60,debt_consolidation,0.1911,UT,RENT,7666.67,"[660, 664]",18.0,12337.0,0.0,10+ years,662
12000,12000.0,0.1527,60,credit_card,0.1685,VA,RENT,4333.33,"[700, 704]",15.0,17997.0,1.0,< 1 year,702
5000,5000.0,0.1749,60,car,0.1671,PA,RENT,2400.0,"[670, 674]",6.0,2023.0,1.0,3 years,672
10000,10000.0,0.1114,36,credit_card,0.1164,VA,MORTGAGE,12083.33,"[715, 719]",14.0,38378.0,1.0,2 years,717
2075,2075.0,0.1016,36,debt_consolidation,0.22,SC,RENT,2250.0,"[700, 704]",5.0,7195.0,0.0,2 years,702
16000,15825.0,0.1682,36,credit_card,0.203,TX,MORTGAGE,6250.0,"[665, 669]",18.0,30772.0,5.0,1 year,667
6000,6000.0,0.1212,36,credit_card,0.3082,CT,MORTGAGE,4166.67,"[695, 699]",8.0,13250.0,1.0,n/a,697
8600,8600.0,0.1399,36,credit_card,0.0909,CA,RENT,4500.0,"[680, 684]",6.0,11183.0,0.0,5 years,682
16800,16800.0,0.079,60,debt_consolidation,0.0334,FL,MORTGAGE,10666.67,"[815, 819]",7.0,4757.0,0.0,10+ years,817
7200,7200.0,0.0751,36,medical,0.0443,NJ,RENT,3000.0,"[755, 759]",6.0,75.0,1.0,6 years,757
9000,9000.0,0.1311,36,wedding,0.2488,CA,MORTGAGE,5000.0,"[700, 704]",12.0,4621.0,3.0,6 years,702
10000,9767.84,0.1287,36,debt_consolidation,0.2128,GA,MORTGAGE,8333.33,"[715, 719]",24.0,9470.0,1.0,< 1 year,717
11350,11350.0,0.1409,36,debt_consolidation,0.2741,AZ,RENT,2783.33,"[675, 679]",14.0,11031.0,0.0,< 1 year,677
6000,6000.0,0.1727,60,home_improvement,0.112,TX,MORTGAGE,8750.0,"[685, 689]",5.0,10980.0,2.0,6 years,687
4000,4000.0,0.1212,36,small_business,0.1844,AL,RENT,2250.0,"[680, 684]",7.0,1955.0,0.0,< 1 year,682
6400,6400.0,0.1074,36,debt_consolidation,0.1923,DC,RENT,3833.33,"[690, 694]",13.0,10451.0,0.0,< 1 year,692
3000,3000.0,0.1825,36,debt_consolidation,0.2318,AL,MORTGAGE,4820.0,"[660, 664]",23.0,7949.0,3.0,7 years,662
1125,1125.0,0.0579,36,credit_card,0.1768,FL,OWN,3083.33,"[750, 754]",8.0,3935.0,0.0,6 years,752
28000,27950.0,0.1311,60,small_business,0.0,CO,RENT,4806.0,"[795, 799]",6.0,0.0,1.0,4 years,797
6000,6000.0,0.089,36,credit_card,0.2457,CA,RENT,6666.67,"[685, 689]",22.0,6462.0,0.0,2 years,687
5000,5000.0,0.0603,36,other,0.0611,TX,MORTGAGE,5416.67,"[795, 799]",13.0,4956.0,0.0,8 years,797
20000,19975.0,0.203,60,debt_consolidation,0.2091,AK,OWN,4916.67,"[665, 669]",16.0,32137.0,2.0,10+ years,667
9200,9200.0,0.0749,36,credit_card,0.2152,PA,RENT,2416.67,"[730, 734]",10.0,21323.0,1.0,10+ years,732
35000,35000.0,0.1311,60,other,0.1202,CA,MORTGAGE,20833.33,"[740, 744]",13.0,40765.0,0.0,5 years,742
18000,18000.0,0.2049,60,debt_consolidation,0.2925,CA,RENT,3750.0,"[675, 679]",18.0,8165.0,0.0,6 years,677
8250,8250.0,0.0749,36,credit_card,0.2419,CO,RENT,2100.0,"[720, 724]",7.0,9469.0,0.0,1 year,722
1200,1200.0,0.0749,36,other,0.1788,AL,OWN,1666.67,"[710, 714]",10.0,9154.0,0.0,10+ years,712
10000,10000.0,0.0963,36,credit_card,0.1796,NY,RENT,7500.0,"[705, 709]",8.0,52045.0,0.0,10+ years,707
35000,35000.0,0.1727,60,debt_consolidation,0.153,MA,MORTGAGE,9000.0,"[700, 704]",8.0,41226.0,1.0,10+ years,702
18000,18000.0,0.1531,36,debt_consolidation,0.1556,NM,MORTGAGE,6666.67,"[690, 694]",10.0,21174.0,0.0,10+ years,692
20000,19975.0,0.1839,60,debt_consolidation,0.1561,MD,MORTGAGE,7000.0,"[705, 709]",6.0,20642.0,2.0,10+ years,707
5500,5500.0,0.1114,36,credit_card,0.3216,PA,OWN,1666.67,"[690, 694]",7.0,8826.0,0.0,3 years,692
35000,35000.0,0.2247,60,debt_consolidation,0.1895,FL,OWN,9583.33,"[660, 664]",9.0,14184.0,1.0,n/a,662
35000,35000.0,0.2198,60,credit_card,0.1468,NY,RENT,9166.67,"[695, 699]",12.0,37424.0,0.0,3 years,697
20950,20875.0,0.2149,60,debt_consolidation,0.2756,NY,MORTGAGE,4500.0,"[675, 679]",15.0,24210.0,1.0,6 years,677
1500,1500.0,0.0963,36,other,0.1698,AZ,MORTGAGE,7725.0,"[695, 699]",14.0,30626.0,0.0,6 years,697
12000,12000.0,0.1999,36,debt_consolidation,0.1516,KY,RENT,4458.33,"[660, 664]",8.0,13935.0,1.0,4 years,662
10000,9975.0,0.1433,36,debt_consolidation,0.13,CA,MORTGAGE,3625.0,"[690, 694]",10.0,8464.0,2.0,< 1 year,692
9750,9750.0,0.1849,36,debt_consolidation,0.1159,TX,OWN,2666.67,"[660, 664]",7.0,8172.0,0.0,3 years,662
5600,5575.0,0.0749,36,debt_consolidation,0.2474,WA,RENT,2583.0,"[740, 744]",6.0,2454.0,1.0,2 years,742
11200,11200.0,0.1311,60,debt_consolidation,0.1173,CA,MORTGAGE,3333.33,"[720, 724]",8.0,8747.0,0.0,10+ years,722
4000,3975.0,0.1343,36,small_business,0.076,PA,RENT,1750.0,"[670, 674]",7.0,7178.0,3.0,< 1 year,672
7000,7000.0,0.089,36,small_business,0.1579,PA,MORTGAGE,4700.0,"[700, 704]",12.0,7012.0,0.0,1 year,702
18000,18000.0,0.0603,36,debt_consolidation,0.1075,CA,MORTGAGE,7916.67,"[735, 739]",13.0,14007.0,2.0,7 years,737
5000,5000.0,0.1261,36,debt_consolidation,0.134,CA,RENT,2000.0,"[695, 699]",9.0,1753.0,0.0,2 years,697
10000,9975.0,0.0925,36,small_business,0.056,VA,RENT,4000.0,"[705, 709]",7.0,8528.0,0.0,< 1 year,707
9800,9800.0,0.1969,60,debt_consolidation,0.1489,RI,MORTGAGE,5340.25,"[665, 669]",8.0,5350.0,1.0,2 years,667
20000,19975.0,0.1212,36,credit_card,0.1982,UT,MORTGAGE,6750.0,"[685, 689]",14.0,21637.0,0.0,5 years,687
5100,4950.0,0.1829,36,debt_consolidation,0.2567,NJ,RENT,3000.0,"[640, 644]",14.0,5004.0,6.0,< 1 year,642
8875,8875.0,0.1114,36,debt_consolidation,0.317,TX,RENT,2160.0,"[700, 704]",19.0,17422.0,0.0,10+ years,702
4400,4400.0,0.0599,36,major_purchase,0.1793,PA,OWN,4000.0,"[765, 769]",6.0,9945.0,1.0,5 years,767
35000,23350.0,0.1171,60,small_business,0.0807,CA,MORTGAGE,7500.0,"[745, 749]",6.0,5660.0,0.0,3 years,747
3000,3000.0,0.1849,36,credit_card,0.1607,NJ,OWN,2916.67,"[660, 664]",9.0,6403.0,0.0,< 1 year,662
4800,4800.0,0.1242,36,moving,0.0531,NY,RENT,3500.0,"[690, 694]",8.0,5093.0,0.0,5 years,692
5375,5375.0,0.1171,36,debt_consolidation,0.2875,KY,MORTGAGE,2166.67,"[720, 724]",5.0,15475.0,1.0,8 years,722
14000,14000.0,0.1199,60,debt_consolidation,0.1952,TX,MORTGAGE,6333.33,"[705, 709]",12.0,32213.0,0.0,< 1 year,707
19800,19775.0,0.1323,36,credit_card,0.2009,MO,MORTGAGE,6666.67,"[730, 734]",8.0,31220.0,0.0,< 1 year,732
13025,13025.0,0.1311,36,credit_card,0.0775,UT,MORTGAGE,4333.33,"[675, 679]",6.0,13029.0,0.0,10+ years,677
18000,18000.0,0.1849,36,debt_consolidation,0.2056,CA,RENT,9333.33,"[675, 679]",12.0,37526.0,1.0,6 years,677
2500,2275.77,0.0768,36,major_purchase,0.1759,OR,MORTGAGE,3666.67,"[785, 789]",6.0,406.0,0.0,10+ years,787
5000,4985.44,0.0714,36,debt_consolidation,0.114,CT,OWN,4166.67,"[755, 759]",6.0,16666.0,1.0,5 years,757
4500,4500.0,0.1114,36,credit_card,0.0973,CT,RENT,2916.67,"[685, 689]",13.0,4265.0,0.0,4 years,687
15000,15000.0,0.089,36,debt_consolidation,0.0856,MO,RENT,7500.0,"[740, 744]",8.0,8343.0,1.0,< 1 year,742
35000,35000.0,0.2049,60,debt_consolidation,0.1184,TX,MORTGAGE,18750.0,"[715, 719]",14.0,41707.0,2.0,1 year,717
4500,4500.0,0.0849,36,credit_card,0.0254,TX,RENT,2166.67,"[795, 799]",2.0,527.0,1.0,3 years,797
4500,4500.0,0.1727,36,debt_consolidation,0.1659,PA,RENT,4666.67,"[675, 679]",24.0,893.0,1.0,3 years,677
1450,1450.0,0.0751,36,other,0.222,MA,RENT,833.33,"[740, 744]",9.0,709.0,0.0,n/a,742
6000,6000.0,0.1496,36,small_business,0.1155,TX,RENT,7083.33,"[760, 764]",7.0,5341.0,0.0,2 years,762
4500,4500.0,0.0654,36,medical,0.1582,NC,MORTGAGE,3250.0,"[725, 729]",16.0,6049.0,0.0,10+ years,727
14000,14000.0,0.0662,36,debt_consolidation,0.2018,TX,RENT,4583.33,"[750, 754]",15.0,15890.0,1.0,10+ years,752
15000,15000.0,0.0603,36,debt_consolidation,0.0872,MA,MORTGAGE,12000.0,"[800, 804]",17.0,13151.0,0.0,2 years,802
22000,14550.0,0.1099,60,debt_consolidation,0.1583,TX,MORTGAGE,5243.75,"[760, 764]",18.0,14115.0,0.0,2 years,762
10000,1300.0,0.1103,36,credit_card,0.1103,GA,MORTGAGE,6666.67,"[695, 699]",8.0,43712.0,0.0,4 years,697
35000,35000.0,0.2049,36,debt_consolidation,0.2082,TX,MORTGAGE,12333.33,"[700, 704]",23.0,36870.0,0.0,10+ years,702
10000,10000.0,0.2049,36,debt_consolidation,0.1875,TX,RENT,5250.0,"[685, 689]",25.0,3802.0,1.0,3 years,687
6000,6000.0,0.1398,60,medical,0.2429,CA,RENT,2400.0,"[695, 699]",11.0,6069.0,4.0,9 years,697
10000,10000.0,0.158,36,debt_consolidation,0.131,AK,MORTGAGE,4458.33,"[675, 679]",7.0,6413.0,1.0,< 1 year,677
10000,9950.0,0.0894,36,debt_consolidation,0.1373,CO,RENT,3125.0,"[785, 789]",5.0,417.0,2.0,1 year,787
12000,3639.28,0.133,36,debt_consolidation,0.1277,CA,RENT,3000.0,"[660, 664]",15.0,8480.0,4.0,6 years,662
9600,9600.0,0.1465,36,credit_card,0.0221,CA,RENT,5833.33,"[675, 679]",7.0,5879.0,1.0,7 years,677
17800,17775.0,0.2211,60,debt_consolidation,0.0586,NC,RENT,7000.0,"[660, 664]",9.0,6708.0,0.0,6 years,662
2000,2000.0,0.0762,36,major_purchase,0.2469,TX,MORTGAGE,4333.33,"[765, 769]",10.0,2792.0,4.0,10+ years,767
18825,18825.0,0.21,60,debt_consolidation,0.1922,CT,RENT,4583.33,"[680, 684]",8.0,17292.0,2.0,10+ years,682
3000,2509.17,0.1306,36,house,0.1206,NV,RENT,2571.42,"[705, 709]",2.0,0.0,3.0,6 years,707
2000,2000.0,0.1311,36,debt_consolidation,0.1913,KY,RENT,2916.67,"[670, 674]",7.0,4376.0,0.0,10+ years,672
9000,9000.0,0.1777,36,debt_consolidation,0.1372,CA,RENT,4583.33,"[670, 674]",14.0,21175.0,1.0,5 years,672
5750,5750.0,0.1311,36,credit_card,0.2424,NY,RENT,1675.0,"[705, 709]",18.0,8035.0,0.0,4 years,707
21725,21725.0,0.1922,60,debt_consolidation,0.2248,LA,OWN,3629.58,"[675, 679]",7.0,19685.0,0.0,10+ years,677
20000,20000.0,0.079,36,debt_consolidation,0.3328,NY,RENT,8666.67,"[725, 729]",9.0,33067.0,0.0,3 years,727
15350,15325.0,0.1349,60,debt_consolidation,0.2863,WA,MORTGAGE,3200.0,"[730, 734]",6.0,9946.0,1.0,10+ years,732
8400,8400.0,0.1433,36,debt_consolidation,0.1161,CA,RENT,3333.33,"[670, 674]",11.0,2060.0,0.0,< 1 year,672
4500,4500.0,0.0749,36,credit_card,0.2763,OR,RENT,2700.0,"[720, 724]",13.0,9341.0,0.0,4 years,722
9950,9950.0,0.1531,36,wedding,0.0784,CA,RENT,2833.33,"[675, 679]",7.0,4904.0,2.0,n/a,677
15000,15000.0,0.079,36,debt_consolidation,0.2075,IL,MORTGAGE,2583.33,"[725, 729]",10.0,9608.0,0.0,3 years,727
10000,9850.0,0.1099,36,other,0.1923,VA,MORTGAGE,9150.0,"[705, 709]",16.0,43256.0,2.0,10+ years,707
12000,10400.0,0.1825,60,car,0.1211,CA,RENT,5600.0,"[660, 664]",7.0,2409.0,1.0,3 years,662
8000,3862.32,0.1221,36,other,0.1329,GA,MORTGAGE,12500.0,"[695, 699]",10.0,93265.0,1.0,10+ years,697
3000,3000.0,0.0603,36,debt_consolidation,0.1103,NY,MORTGAGE,7500.0,"[765, 769]",13.0,10585.0,0.0,n/a,767
15000,15000.0,0.1433,36,debt_consolidation,0.2725,TX,MORTGAGE,7500.0,"[680, 684]",13.0,27872.0,0.0,10+ years,682
12700,12700.0,0.1777,36,debt_consolidation,0.2394,AL,MORTGAGE,3333.33,"[685, 689]",14.0,9655.0,3.0,n/a,687
16000,15745.73,0.1111,60,debt_consolidation,0.099,MO,RENT,2958.33,"[765, 769]",6.0,8943.0,2.0,< 1 year,767
7200,7200.0,0.079,36,debt_consolidation,0.2174,TX,RENT,4300.0,"[710, 714]",7.0,33189.0,0.0,10+ years,712
30000,30000.0,0.2025,60,debt_consolidation,0.1046,VA,MORTGAGE,12500.0,"[695, 699]",10.0,43491.0,3.0,5 years,697
20125,20125.0,0.1465,36,debt_consolidation,0.1788,FL,MORTGAGE,10353.33,"[695, 699]",11.0,23698.0,1.0,7 years,697
12000,12000.0,0.1527,36,credit_card,0.1646,PA,OWN,2516.67,"[670, 674]",9.0,2174.0,2.0,5 years,672
5000,4950.0,0.1062,60,home_improvement,0.1123,CA,MORTGAGE,5200.0,"[745, 749]",6.0,1941.0,1.0,5 years,747
8000,7989.96,0.1136,36,other,0.0527,CA,MORTGAGE,13389.15,"[705, 709]",6.0,7351.0,1.0,3 years,707
3600,3600.0,0.0662,36,credit_card,0.0935,TX,RENT,2000.0,"[735, 739]",17.0,1710.0,0.0,1 year,737
8800,8350.0,0.0963,36,wedding,0.0489,GA,MORTGAGE,5479.0,"[755, 759]",5.0,6055.0,0.0,6 years,757
18000,17925.0,0.1922,60,debt_consolidation,0.2136,CA,RENT,6867.92,"[690, 694]",13.0,19446.0,0.0,10+ years,692
20000,20000.0,0.2376,60,debt_consolidation,0.1875,VA,MORTGAGE,6266.67,"[660, 664]",25.0,10784.0,3.0,10+ years,662
4350,4350.0,0.0599,36,house,0.0312,CA,OWN,2600.0,"[780, 784]",5.0,866.0,0.0,< 1 year,782
12000,11975.0,0.1099,60,home_improvement,0.0404,NY,MORTGAGE,3416.67,"[735, 739]",10.0,6935.0,0.0,< 1 year,737
5400,5400.0,0.1367,36,debt_consolidation,0.1542,CA,RENT,1666.67,"[680, 684]",6.0,2533.0,0.0,4 years,682
